ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
59435,I am a developer by profession,"Employed, full-time",Full in-person,Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Online Courses or Certification;Coding Bootcamp,,Coursera;Udemy,10,8,"Developer, front-end;Developer, full-stack;Developer, back-end","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Saudi Arabia,SAR	Saudi Arabian riyal,20000.0,Monthly,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,C++;Dart;Swift,Microsoft SQL Server;Oracle;Firebase Realtime Database,MongoDB;PostgreSQL;Redis,Firebase,AWS;Heroku,Angular;ASP.NET;ASP.NET Core ;Express;jQuery;Node.js,React.js;Vue.js,.NET;Ionic,Electron;Flutter;Hadoop;React Native,npm,Docker;Kubernetes;Puppet,Visual Studio;Visual Studio Code,Xcode,macOS,Linux-based;Windows,Git,Command-line,,,Notion,Jira Work Management;Stack Overflow for Teams;Trello,Microsoft Teams;Zoom,,Favorable,Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies);Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Yes,People manager,8.0,Strongly agree,Neither agree nor disagree,Agree,Disagree,Agree,Agree,Agree,10+ times a week,10+ times a week,Never,15-30 minutes a day,60-120 minutes a day,Very long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery,Yes,No,No,Appropriate in length,Easy,64008.0
59928,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Books / Physical media;On the job training,,,25,3,"Developer, full-stack",100 to 499 employees,I have some influence,Visit developer communities like Stack Overflow,Saudi Arabia,SAR	Saudi Arabian riyal,,Monthly,C;Java;PHP,C,MariaDB;MySQL,,,,,,,,,,Android Studio;Nano;Notepad++;Visual Studio,Notepad++,Linux-based;Windows,Linux-based;Windows,I don't use one,,,,,,Cisco Webex Teams;Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,Neutral,55-64 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
59934,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification",Technical documentation;Blogs;Online books;Video-based Online Courses;Written-based Online Courses,Udemy,33,25,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Saudi Arabia,SAR	Saudi Arabian riyal,18800.0,Monthly,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;Java;JavaScript;Python;SQL,Microsoft SQL Server;Oracle,Microsoft SQL Server;MySQL;Oracle,,,ASP.NET;jQuery,ASP.NET;ASP.NET Core ;jQuery,.NET,.NET,,,Visual Studio,Visual Studio,Windows,Windows,,,,,,,Microsoft Teams;Zoom,Microsoft Teams;Zoom,Unsure,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",45-54 years old,Man,No,Prefer not to say,Indian,None of the above,None of the above,Yes,Independent contributor,25.0,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,1-2 times a week,3-5 times a week,Never,Less than 15 minutes a day,30-60 minutes a day,Just right,None of these,Yes,Yes,Yes,Appropriate in length,Easy,60168.0
61161,I code primarily as a hobby,"Student, part-time;Not employed, but looking for work",,,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum)",Stack Overflow;Video-based Online Courses;Written-based Online Courses,,5,,"Developer, full-stack;Designer",,,Start a free trial,Saudi Arabia,,,,C++;HTML/CSS;JavaScript;Lua;Python;SQL,C++;Dart;HTML/CSS;JavaScript;Lua;PHP;Python;SQL;TypeScript,MongoDB,MongoDB;Redis;SQLite,Heroku,AWS;Firebase;Google Cloud,jQuery;Laravel;Node.js,Angular;Django;FastAPI;Fastify;Flask;jQuery;Laravel;Node.js;React.js;Vue.js,,,npm,Docker;npm,Atom;CLion;Notepad++;Visual Studio Code,Visual Studio Code,Windows,Windows,I don't use one,,,,Notion,Notion,Google Chat;Microsoft Teams;Zoom,Zoom,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Under 18 years old,Man,No,,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
61883,I am learning to code,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",I don’t code outside of work,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,,,Less than 1 year,,,,,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,Saudi Arabia,,,,,,,,,,,,.NET,TensorFlow,Terraform;Yarn,Ansible;Unreal Engine,,,,BSD;Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),I don't use one,,,,Adobe Workfront,ClickUp,,,Very favorable,I have never visited Stack Overflow or the Stack Exchange network,,Not sure/can't remember,,Not sure,45-54 years old,Woman,No,Straight / Heterosexual,White;Multiracial,I am deaf / hard of hearing;I am blind / have difficulty seeing;I am unable to / find it difficult to type;I am unable to / find it difficult to walk or stand without assistance,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",,,,,,,,,,,,,,,,,,,,,Too long,Difficult,
62188,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects;Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification;Colleague",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online forum;How-to videos,Other,35,28,"Developer, front-end;Engineer, data;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Engineering manager;Developer, embedded applications or devices;Data or business analyst;Product manager;System administrator",2 to 9 employees,I have a great deal of influence,Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd;Research companies that have emailed me,Saudi Arabia,SAR	Saudi Arabian riyal,,Monthly,Bash/Shell;C;C#;C++;Java;JavaScript;PHP;Python;SQL,Bash/Shell;C#;C++;Java;JavaScript;SQL,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Cassandra;Elasticsearch;Microsoft SQL Server;SQLite,,,ASP.NET Core ;Flask;jQuery,Flask;jQuery,.NET;Keras;NumPy;Scikit-learn;TensorFlow;Xamarin,Torch/PyTorch,npm,Docker,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;PyCharm;Visual Studio;Visual Studio Code;Xcode,Android Studio;Eclipse;Notepad++;PyCharm;Visual Studio;Visual Studio Code,Linux-based;Windows;Windows Subsystem for Linux (WSL),Linux-based;Windows;Windows Subsystem for Linux (WSL),I don't use one,,,,,,Cisco Webex Teams;Zoom,Cisco Webex Teams;Zoom,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,Neutral,55-64 years old,Man,No,,Middle Eastern,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
62822,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Coding sessions (live or recorded),Other,6,1,"Developer, front-end;Engineer, data;Developer, full-stack;Developer, back-end;Developer, mobile;Database administrator;Project manager;Designer;Scientist;Product manager;Security professional",2 to 9 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Saudi Arabia,SAR	Saudi Arabian riyal,6000.0,Monthly,C;C++;Groovy;HTML/CSS;Java;JavaScript;Kotlin;TypeScript,Dart;Go;Kotlin,MongoDB,Cloud Firestore;DynamoDB;MongoDB;Oracle;Firebase Realtime Database;Redis,DigitalOcean,AWS;DigitalOcean;Firebase;Google Cloud;Microsoft Azure,Express;Next.js;Node.js,Deno;Express;Next.js;Node.js,,,npm;Yarn,npm;Unreal Engine;Yarn,Android Studio;IntelliJ;Vim;Visual Studio Code;Webstorm,Android Studio;GoLand;IntelliJ;Visual Studio Code;Webstorm,Linux-based;Windows,Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,Asana;Trello,Asana,,,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,6.0,Strongly agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Agree,Neither agree nor disagree,Never,6-10 times a week,Never,15-30 minutes a day,15-30 minutes a day,Very long,Innersource initiative;Microservices;Continuous integration (CI) and (more often) continuous delivery;Observability tools,Yes,No,No,Appropriate in length,Easy,19200.0
62958,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Freelance/contract work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded),Udemy;Udacity,5,2,"Developer, front-end;Developer, mobile",2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Saudi Arabia,SAR	Saudi Arabian riyal,6000.0,Monthly,Bash/Shell;C;C++;Dart;Java;PHP;Python;SQL,Swift;TypeScript,Cloud Firestore;MongoDB;MySQL,MongoDB;PostgreSQL;Firebase Realtime Database,Firebase,AWS;Heroku,,,Flutter;Keras;NumPy,Spring,Homebrew,npm,Android Studio;Notepad++;Visual Studio Code;Xcode,,Linux-based;macOS,Linux-based;macOS;Windows,Git,Code editor;Command-line,,,Jira Work Management,,Slack;Zoom,,Indifferent,Stack Overflow,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,I have an anxiety disorder,Yes,Independent contributor,2.0,,,,,,,,1-2 times a week,1-2 times a week,,30-60 minutes a day,30-60 minutes a day,Very long,None of these,No,No,No,Appropriate in length,Neither easy nor difficult,19200.0
63095,I code primarily as a hobby,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Video-based Online Courses;How-to videos,,2,,,,,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,Saudi Arabia,,,,HTML/CSS;Java;JavaScript;Python;SQL,Lua;Rust;TypeScript,MySQL;Redis,MongoDB,,,Express;Next.js;React.js,,,,npm,,Visual Studio Code,,Linux-based,macOS,Git,Command-line,,,Notion,,,,Indifferent,Collectives on Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,Under 18 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too long,Easy,
63132,I code primarily as a hobby,"Student, full-time",,,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification","Technical documentation;Blogs;Programming Games;Stack Overflow;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos",Other,2,,,,,Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit,Saudi Arabia,,,,C++;Python;SQL,C++;HTML/CSS;JavaScript;Python;SQL,MySQL,MySQL,Heroku,Heroku,Django,Flask,NumPy;Pandas,NumPy;Pandas,,,PyCharm;Sublime Text;Visual Studio Code,Sublime Text;Visual Studio Code,,Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Command-line;Version control hosting service web GUI,,,Trello,,,,Indifferent,Stack Overflow,Daily or almost daily,Not sure/can't remember,,Neutral,18-24 years old,Man,No,Straight / Heterosexual,Indian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
63233,I code primarily as a hobby,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Written-based Online Courses,,6,,,,,Start a free trial;Visit developer communities like Stack Overflow,Saudi Arabia,,,,C;C++;HTML/CSS;JavaScript;Kotlin;Python,HTML/CSS;JavaScript;Kotlin;Python,PostgreSQL,,,,Node.js,,NumPy;Qt,NumPy,Docker,,Android Studio;Emacs;Neovim;Vim,Android Studio;Neovim;Qt Creator;Vim,Linux-based,Linux-based,Git,Command-line,,,,,,,Favorable,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,"No, not really",Under 18 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
63263,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,I don’t code outside of work,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)",Technical documentation;Blogs;Stack Overflow;Online forum,,12,9,Other (please specify):,"1,000 to 4,999 employees",I have some influence,Other (please specify):;Start a free trial;Visit developer communities like Stack Overflow,Saudi Arabia,USD	United States dollar,10000.0,Monthly,Bash/Shell;PHP;SQL,Bash/Shell;PHP;Python;SQL,MySQL,MySQL;PostgreSQL,DigitalOcean;Managed Hosting,DigitalOcean;Managed Hosting,,,,,,,Atom;Notepad++,Atom;Notepad++,Linux-based,,Git,Command-line;Version control hosting service web GUI,,,Microsoft Planner,Microsoft Planner,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,European;North American;East Asian,None of the above,None of the above,Yes,People manager,15.0,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,30-60 minutes a day,30-60 minutes a day,Somewhat short,Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Yes,No,Yes,Appropriate in length,Neither easy nor difficult,120000.0
63287,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Full in-person,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Online books;How-to videos,,10,9,System administrator,500 to 999 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,Saudi Arabia,SAR	Saudi Arabian riyal,,Monthly,Bash/Shell;Python,Bash/Shell;JavaScript;Python;SQL;TypeScript,MySQL,Elasticsearch;MariaDB,,,,,,,Ansible,Ansible,Visual Studio Code,Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Linux-based,Git,Code editor;Command-line,,,,,Slack,Microsoft Teams;Slack,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,White;European,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
63647,I am a developer by profession,"Employed, part-time",Full in-person,Hobby,Some college/university study without earning a degree,"Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague;Hackathons (virtual or in-person)","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded);Certification videos",Coursera;Udemy;Codecademy;Pluralsight;edX;Udacity;Skillsoft,8,Less than 1 year,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, mobile;Database administrator;DevOps specialist;Developer, embedded applications or devices;Developer, game or graphics;Designer",2 to 9 employees,I have some influence,Start a free trial,Saudi Arabia,SAR	Saudi Arabian riyal,40000000.0,,APL;HTML/CSS;Java;JavaScript;OCaml;Objective-C;PHP;PowerShell;SAS;Scala;SQL;Swift;TypeScript,APL;Assembly;Bash/Shell;C;C#;C++;Clojure;COBOL;Crystal;Dart;Delphi;Elixir;Erlang;F#;Fortran;Go;Groovy;Haskell;HTML/CSS;Java;JavaScript;Julia;Kotlin;LISP;Lua;MATLAB;OCaml;Objective-C;Perl;PHP;PowerShell;Python;R;Ruby;Rust;SAS;Scala;Solidity;SQL;Swift;TypeScript;VBA,Cloud Firestore;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Firebase Realtime Database,Cloud Firestore;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Firebase Realtime Database,DigitalOcean;Firebase;Google Cloud;IBM Cloud or Watson;Microsoft Azure,DigitalOcean;Firebase;Google Cloud;IBM Cloud or Watson;Microsoft Azure,Node.js;Play Framework,Node.js;Play Framework,Uno Platform,Uno Platform,Terraform,Terraform,"Notepad++;PhpStorm;RAD Studio (Delphi, C++ Builder);Visual Studio;Visual Studio Code;Webstorm;Xcode","Notepad++;PhpStorm;RAD Studio (Delphi, C++ Builder);Visual Studio;Visual Studio Code;Webstorm;Xcode",Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git;Mercurial;SVN,Version control hosting service web GUI,,,Adobe Workfront,Adobe Workfront,Cisco Webex Teams,Cisco Webex Teams,Favorable,,A few times per month or weekly,No,,"No, not really",35-44 years old,Man,Yes,Straight / Heterosexual,Middle Eastern,None of the above,I have an anxiety disorder,Yes,Independent contributor,7.0,Disagree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Never,10+ times a week,Never,Less than 15 minutes a day,Less than 15 minutes a day,Very long,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Too short,Neither easy nor difficult,
64364,I code primarily as a hobby,"Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed",Full in-person,Hobby;Freelance/contract work;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;Online Courses or Certification,,Udacity;Other,4,,"Developer, full-stack;Student;Engineering manager",,,Start a free trial;Research companies that have advertised on sites I visit,Saudi Arabia,,,,Assembly;C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL;VBA,HTML/CSS;JavaScript;Python;SQL,MySQL;PostgreSQL;SQLite,MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Heroku,AWS;Heroku;Microsoft Azure;Oracle Cloud Infrastructure;OpenStack,Django;Flask,ASP.NET;Django;FastAPI;Flask;React.js,,,Homebrew;npm,Docker;Homebrew;npm,NetBeans;Notepad++;Visual Studio Code,Notepad++;Visual Studio Code,Linux-based;Windows;Windows Subsystem for Linux (WSL),Linux-based;macOS;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,Trello,Trello,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Unsure,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,7.0,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,3-5 times a week,60-120 minutes a day,60-120 minutes a day,Very long,Observability tools,Yes,No,No,Too long,Easy,
65175,I am learning to code,"Not employed, but looking for work",,,"Associate degree (A.A., A.S., etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification","Technical documentation;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);How-to videos",Coursera;edX,Less than 1 year,,"Developer, full-stack",,,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,Saudi Arabia,,,,Bash/Shell;HTML/CSS;JavaScript;PHP;SQL,Bash/Shell;Dart;HTML/CSS;JavaScript;PHP;SQL,MySQL;PostgreSQL;SQLite,MySQL;PostgreSQL;Firebase Realtime Database;SQLite,Heroku,Heroku,Laravel,Angular.js;jQuery;Laravel;Next.js;Node.js;React.js;Vue.js,,,npm,npm,Visual Studio Code,Visual Studio Code,,Windows,Git,Code editor;Command-line,,,,,Slack;Zoom,Zoom,Indifferent,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",25-34 years old,Man,No,Gay or Lesbian,Middle Eastern,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
65792,I code primarily as a hobby,"Student, full-time",,,Primary/elementary school,"Friend or family member;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online forum;How-to videos,,3,,,,,Visit developer communities like Stack Overflow,Saudi Arabia,,,,Dart;HTML/CSS;JavaScript;Python,Dart;HTML/CSS;JavaScript;Python;R,Microsoft SQL Server;MySQL;Firebase Realtime Database,MongoDB;MySQL;PostgreSQL,Firebase;Heroku;Microsoft Azure,Firebase;Heroku,Flask;Next.js;React.js,Django;Flask;Next.js;React.js,Flutter;React Native,Flutter;NumPy;Pandas,Docker;npm;Unity 3D;Yarn,npm,Android Studio;IntelliJ;RStudio;Visual Studio;Visual Studio Code,Android Studio;Atom;IntelliJ;RStudio;Sublime Text;Visual Studio Code,Windows,Windows,Git,Command-line,,,Asana;ClickUp,,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Zoom,Unsure,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",Under 18 years old,Man,No,Prefer not to say,Indian,None of the above,None of the above,,,,,,,,,,,,,,,,,,,,,Too long,Neither easy nor difficult,
66004,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Bootstrapping a business;School or academic work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Books / Physical media;Friend or family member;On the job training;Online Courses or Certification;Coding Bootcamp;Colleague,,Udemy,16,4,"Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Database administrator;System administrator",2 to 9 employees,I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit,Saudi Arabia,SAR	Saudi Arabian riyal,2.0,Monthly,C;C#;C++;Crystal;Dart;Java;JavaScript;PHP;SQL;VBA,C#;Crystal;Dart;Go;JavaScript;PHP;Python;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle;SQLite,Microsoft SQL Server;MySQL;Oracle;SQLite,Firebase;Microsoft Azure,Firebase;Microsoft Azure,ASP.NET;ASP.NET Core ;Express;jQuery,ASP.NET;ASP.NET Core ;Express;jQuery,.NET;Flutter,.NET;Flutter,,,Android Studio;Visual Studio;Visual Studio Code,Android Studio;Visual Studio;Visual Studio Code,Linux-based;macOS;Windows,Windows,SVN,Code editor;Version control hosting service web GUI,,,,,Zoom,Slack;Zoom,,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"No, not at all",35-44 years old,Man,,,Middle Eastern,,,Yes,People manager,14.0,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,3-5 times a week,1-2 times a week,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Somewhat long,Developer portal or other central places to find tools/services,Yes,Yes,Yes,Appropriate in length,Easy,12.0
66104,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)",Hobby;Bootstrapping a business;Freelance/contract work;School or academic work,Primary/elementary school,Online Courses or Certification,,Udemy;edX,8,,"Developer, back-end",,,Start a free trial;Ask developers I know/work with,Saudi Arabia,,,,C;C#;C++;PHP;SQL,Java;JavaScript;Objective-C,MySQL;Oracle,,AWS;Google Cloud;VMware,IBM Cloud or Watson;Microsoft Azure,,,.NET;TensorFlow,,Docker,,Android Studio;Atom;Sublime Text;Visual Studio Code;Xcode,,,macOS,Git,Code editor;Command-line,,,,,,,Unsure,Stack Overflow,Multiple times per day,Yes,A few times per month or weekly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
